METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,CREDITCARD,PAY_PHONE,Geom,Geo Local Area,METERID,geo_point_2d,lon,lat
Twin,$4.00,$6.00,$4.00,$6.00,$4.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50157,"""{""""coordinates"""": [-123.14944408611142, 49.26816545302915], """"type"""": """"Point""""}""",Kitsilano,B41929,"49.26816545302915, -123.14944408611142",-123.14944408611142,49.26816545302915
Twin,$4.00,$6.00,$4.00,$6.00,$4.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52362,"""{""""coordinates"""": [-123.14985396560996, 49.268171479664744], """"type"""": """"Point""""}""",Kitsilano,B41937,"49.268171479664744, -123.14985396560996",-123.14985396560996,49.268171479664744
Twin,$4.00,$6.00,$4.00,$6.00,$4.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50187,"""{""""coordinates"""": [-123.14955117810135, 49.26799643855888], """"type"""": """"Point""""}""",Kitsilano,B41930,"49.26799643855888, -123.14955117810135",-123.14955117810135,49.26799643855888
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52503,"""{""""coordinates"""": [-123.15116279103104, 49.26802183969097], """"type"""": """"Point""""}""",Kitsilano,B42012,"49.26802183969097, -123.15116279103104",-123.15116279103104,49.26802183969097
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52447,"""{""""coordinates"""": [-123.1518415937374, 49.26803244550173], """"type"""": """"Point""""}""",Kitsilano,B42030,"49.26803244550173, -123.1518415937374",-123.1518415937374,49.26803244550173
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54226,"""{""""coordinates"""": [-123.15363723964286, 49.268230817704705], """"type"""": """"Point""""}""",Kitsilano,B42115,"49.268230817704705, -123.15363723964286",-123.15363723964286,49.268230817704705
Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52497,"""{""""coordinates"""": [-123.14084118187708, 49.2639650471476], """"type"""": """"Point""""}""",Fairview,892418,"49.2639650471476, -123.14084118187708",-123.14084118187708,49.2639650471476
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54708,"""{""""coordinates"""": [-123.14346448143479, 49.26391126657014], """"type"""": """"Point""""}""",Fairview,902415,"49.26391126657014, -123.14346448143479",-123.14346448143479,49.26391126657014
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52660,"""{""""coordinates"""": [-123.143486110335, 49.26331215886931], """"type"""": """"Point""""}""",Fairview,902507,"49.26331215886931, -123.143486110335",-123.143486110335,49.26331215886931
Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52287,"""{""""coordinates"""": [-123.14084553991168, 49.263854310834176], """"type"""": """"Point""""}""",Fairview,892420,"49.263854310834176, -123.14084553991168",-123.14084553991168,49.263854310834176
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53249,"""{""""coordinates"""": [-123.14093729072854, 49.2686096032895], """"type"""": """"Point""""}""",Fairview,891901,"49.2686096032895, -123.14093729072854",-123.14093729072854,49.2686096032895
Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,53164,"""{""""coordinates"""": [-123.14083328633929, 49.26418507953429], """"type"""": """"Point""""}""",Fairview,892408,"49.26418507953429, -123.14083328633929",-123.14083328633929,49.26418507953429
Twin,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50708,"""{""""coordinates"""": [-123.15606787278396, 49.26809971134508], """"type"""": """"Point""""}""",Kitsilano,B42216,"49.26809971134508, -123.15606787278396",-123.15606787278396,49.26809971134508
Twin,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52770,"""{""""coordinates"""": [-123.15606787278396, 49.26809971134508], """"type"""": """"Point""""}""",Kitsilano,B42218,"49.26809971134508, -123.15606787278396",-123.15606787278396,49.26809971134508
Twin,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54684,"""{""""coordinates"""": [-123.15623954094794, 49.26810278057919], """"type"""": """"Point""""}""",Kitsilano,B42222,"49.26810278057919, -123.15623954094794",-123.15623954094794,49.26810278057919
Twin,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50521,"""{""""coordinates"""": [-123.15641109953575, 49.26810596664421], """"type"""": """"Point""""}""",Kitsilano,B42226,"49.26810596664421, -123.15641109953575",-123.15641109953575,49.26810596664421
Twin,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53534,"""{""""coordinates"""": [-123.15693220259426, 49.268113661569885], """"type"""": """"Point""""}""",Kitsilano,B42238,"49.268113661569885, -123.15693220259426",-123.15693220259426,49.268113661569885
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52625,"""{""""coordinates"""": [-123.15900742609763, 49.2683130094895], """"type"""": """"Point""""}""",Kitsilano,B42329,"49.2683130094895, -123.15900742609763",-123.15900742609763,49.2683130094895
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50607,"""{""""coordinates"""": [-123.15917751367466, 49.26831585165383], """"type"""": """"Point""""}""",Kitsilano,B42333,"49.26831585165383, -123.15917751367466",-123.15917751367466,49.26831585165383
Single Motorbike,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No,66158,"""{""""coordinates"""": [-123.09744310166711, 49.279508479203166], """"type"""": """"Point""""}""",Strathcona,410299,"49.279508479203166, -123.09744310166711",-123.09744310166711,49.279508479203166
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52246,"""{""""coordinates"""": [-123.14377541538984, 49.26718531453626], """"type"""": """"Point""""}""",Fairview,B51705,"49.26718531453626, -123.14377541538984",-123.14377541538984,49.26718531453626
Single Motorbike,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No,57075,"""{""""coordinates"""": [-123.14590057646744, 49.26721996265301], """"type"""": """"Point""""}""",Kitsilano,B51897,"49.26721996265301, -123.14590057646744",-123.14590057646744,49.26721996265301
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54810,"""{""""coordinates"""": [-123.13672302242753, 49.26442533103787], """"type"""": """"Point""""}""",Fairview,B81410,"49.26442533103787, -123.13672302242753",-123.13672302242753,49.26442533103787
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54951,"""{""""coordinates"""": [-123.13713332608263, 49.264432490710966], """"type"""": """"Point""""}""",Fairview,B81416,"49.264432490710966, -123.13713332608263",-123.13713332608263,49.264432490710966
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54895,"""{""""coordinates"""": [-123.13729758402688, 49.264434994201814], """"type"""": """"Point""""}""",Fairview,B81420,"49.264434994201814, -123.13729758402688",-123.13729758402688,49.264434994201814
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54811,"""{""""coordinates"""": [-123.13797881260153, 49.2644470458343], """"type"""": """"Point""""}""",Fairview,B81430,"49.2644470458343, -123.13797881260153",-123.13797881260153,49.2644470458343
Pay Station,$4.00,$4.00,$4.00,$4.00,$4.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,54976,"""{""""coordinates"""": [-123.10136310471246, 49.246319045333635], """"type"""": """"Point""""}""",Riley Park,514327,"49.246319045333635, -123.10136310471246",-123.10136310471246,49.246319045333635
Pay Station,$3.00,$7.00,$3.00,$7.00,$3.00,$7.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,66923,"""{""""coordinates"""": [-123.12271296299464, 49.27553699513092], """"type"""": """"Point""""}""",Downtown,581138,"49.27553699513092, -123.12271296299464",-123.12271296299464,49.27553699513092
Single Motorbike,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No,57490,"""{""""coordinates"""": [-123.14815417805787, 49.26814463519136], """"type"""": """"Point""""}""",Kitsilano,B41997,"49.26814463519136, -123.14815417805787",-123.14815417805787,49.26814463519136
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52162,"""{""""coordinates"""": [-123.14359712543963, 49.267182118076484], """"type"""": """"Point""""}""",Fairview,B51703,"49.267182118076484, -123.14359712543963",-123.14359712543963,49.267182118076484
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50686,"""{""""coordinates"""": [-123.1265298706531, 49.261743724080205], """"type"""": """"Point""""}""",Fairview,842620,"49.261743724080205, -123.1265298706531",-123.1265298706531,49.261743724080205
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52419,"""{""""coordinates"""": [-123.15201145903455, 49.26803497467952], """"type"""": """"Point""""}""",Kitsilano,B42034,"49.26803497467952, -123.15201145903455",-123.15201145903455,49.26803497467952
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51465,"""{""""coordinates"""": [-123.12810272117149, 49.26428804853764], """"type"""": """"Point""""}""",Fairview,B81028,"49.26428804853764, -123.12810272117149",-123.12810272117149,49.26428804853764
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52279,"""{""""coordinates"""": [-123.15136721424767, 49.2681954133277], """"type"""": """"Point""""}""",Kitsilano,B42019,"49.2681954133277, -123.15136721424767",-123.15136721424767,49.2681954133277
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50130,"""{""""coordinates"""": [-123.15220615266547, 49.26820837972863], """"type"""": """"Point""""}""",Kitsilano,B42039,"49.26820837972863, -123.15220615266547",-123.15220615266547,49.26820837972863
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51228,"""{""""coordinates"""": [-123.13126570396646, 49.2637280549034], """"type"""": """"Point""""}""",Fairview,862416,"49.2637280549034, -123.13126570396646",-123.13126570396646,49.2637280549034
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51143,"""{""""coordinates"""": [-123.13143234341857, 49.263748464488316], """"type"""": """"Point""""}""",Fairview,862413,"49.263748464488316, -123.13143234341857",-123.13143234341857,49.263748464488316
Single,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,56696,"""{""""coordinates"""": [-123.10134162117417, 49.25020877244826], """"type"""": """"Point""""}""",Riley Park,E30134,"49.25020877244826, -123.10134162117417",-123.10134162117417,49.25020877244826
Single Motorbike,$3.50,$2.00,$3.50,$2.00,$3.50,$2.00,$3.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No,60528,"""{""""coordinates"""": [-123.11809995730827, 49.28824060059559], """"type"""": """"Point""""}""",Downtown,041099,"49.28824060059559, -123.11809995730827",-123.11809995730827,49.28824060059559
Single Motorbike,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No,65068,"""{""""coordinates"""": [-123.10637521955292, 49.27944411183589], """"type"""": """"Point""""}""",Downtown,400096,"49.27944411183589, -123.10637521955292",-123.10637521955292,49.27944411183589
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,53759,"""{""""coordinates"""": [-123.15847331075074, 49.26814028881705], """"type"""": """"Point""""}""",Kitsilano,B42318,"49.26814028881705, -123.15847331075074",-123.15847331075074,49.26814028881705
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52765,"""{""""coordinates"""": [-123.15880442398493, 49.26814530328742], """"type"""": """"Point""""}""",Kitsilano,B42326,"49.26814530328742, -123.15880442398493",-123.15880442398493,49.26814530328742
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52649,"""{""""coordinates"""": [-123.15833205799983, 49.268303511498424], """"type"""": """"Point""""}""",Kitsilano,B42313,"49.268303511498424, -123.15833205799983",-123.15833205799983,49.268303511498424
Twin,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53533,"""{""""coordinates"""": [-123.15554877425657, 49.268091173269], """"type"""": """"Point""""}""",Kitsilano,B42206,"49.268091173269, -123.15554877425657",-123.15554877425657,49.268091173269
Single,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,54260,"""{""""coordinates"""": [-123.15504395981026, 49.26839471119889], """"type"""": """"Point""""}""",Kitsilano,951914,"49.26839471119889, -123.15504395981026",-123.15504395981026,49.26839471119889
Pay Station,$7.00,$4.00,$7.00,$4.00,$7.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Yes,67617,"""{""""coordinates"""": [-123.11829054792103, 49.28829034682437], """"type"""": """"Point""""}""",Downtown,041051,"49.28829034682437, -123.11829054792103",-123.11829054792103,49.28829034682437
Single,$2.00,$6.00,$2.00,$6.00,$2.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,60364,"""{""""coordinates"""": [-123.12083323790911, 49.27543688073978], """"type"""": """"Point""""}""",Downtown,291109,"49.27543688073978, -123.12083323790911",-123.12083323790911,49.27543688073978
Pay Station,$3.00,$7.00,$3.00,$7.00,$3.00,$7.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,66923,"""{""""coordinates"""": [-123.12198678718424, 49.27601247608767], """"type"""": """"Point""""}""",Downtown,581112,"49.27601247608767, -123.12198678718424",-123.12198678718424,49.27601247608767
Pay Station,$7.00,$2.00,$7.00,$2.00,$7.00,$2.00,$1.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,67637,"""{""""coordinates"""": [-123.11047118280386, 49.28237051107686], """"type"""": """"Point""""}""",Downtown,570408,"49.28237051107686, -123.11047118280386",-123.11047118280386,49.28237051107686
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,54173,"""{""""coordinates"""": [-123.15521234253934, 49.26839742655986], """"type"""": """"Point""""}""",Kitsilano,951915,"49.26839742655986, -123.15521234253934",-123.15521234253934,49.26839742655986
Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,53536,"""{""""coordinates"""": [-123.15523034173741, 49.26793920480933], """"type"""": """"Point""""}""",Kitsilano,952001,"49.26793920480933, -123.15523034173741",-123.15523034173741,49.26793920480933
Single,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,54683,"""{""""coordinates"""": [-123.15523461958445, 49.26781306834119], """"type"""": """"Point""""}""",Kitsilano,952005,"49.26781306834119, -123.15523461958445",-123.15523461958445,49.26781306834119
Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50720,"""{""""coordinates"""": [-123.15524511847401, 49.26752299494473], """"type"""": """"Point""""}""",Kitsilano,952015,"49.26752299494473, -123.15524511847401",-123.15524511847401,49.26752299494473
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,51647,"""{""""coordinates"""": [-123.14152971795191, 49.26879274102644], """"type"""": """"Point""""}""",Fairview,B31608,"49.26879274102644, -123.14152971795191",-123.14152971795191,49.26879274102644
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52607,"""{""""coordinates"""": [-123.1585008811758, 49.268306446343416], """"type"""": """"Point""""}""",Kitsilano,B42319,"49.268306446343416, -123.1585008811758",-123.1585008811758,49.268306446343416
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54923,"""{""""coordinates"""": [-123.13729758402688, 49.264434994201814], """"type"""": """"Point""""}""",Fairview,B81418,"49.264434994201814, -123.13729758402688",-123.13729758402688,49.264434994201814
Twin,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54169,"""{""""coordinates"""": [-123.15632120979053, 49.268273920761935], """"type"""": """"Point""""}""",Kitsilano,B42223,"49.268273920761935, -123.15632120979053",-123.15632120979053,49.268273920761935
Twin,$6.00,$4.00,$6.00,$4.00,$6.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65415,"""{""""coordinates"""": [-123.12161145636342, 49.28052160863212], """"type"""": """"Point""""}""",Downtown,130701,"49.28052160863212, -123.12161145636342",-123.12161145636342,49.28052160863212
Twin,$6.00,$4.00,$6.00,$4.00,$6.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65383,"""{""""coordinates"""": [-123.12161145636342, 49.28052160863212], """"type"""": """"Point""""}""",Downtown,130703,"49.28052160863212, -123.12161145636342",-123.12161145636342,49.28052160863212
Twin,$6.00,$4.00,$6.00,$4.00,$6.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63468,"""{""""coordinates"""": [-123.1217422710614, 49.280606871123055], """"type"""": """"Point""""}""",Downtown,130705,"49.280606871123055, -123.1217422710614",-123.1217422710614,49.280606871123055
Twin,$6.00,$4.00,$6.00,$4.00,$6.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63301,"""{""""coordinates"""": [-123.1217422710614, 49.280606871123055], """"type"""": """"Point""""}""",Downtown,130707,"49.280606871123055, -123.1217422710614",-123.1217422710614,49.280606871123055
Pay Station,$2.00,$6.00,$2.00,$6.00,$2.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,60471,"""{""""coordinates"""": [-123.1204232937226, 49.276444023088835], """"type"""": """"Point""""}""",Downtown,571035,"49.276444023088835, -123.1204232937226",-123.1204232937226,49.276444023088835
Pay Station,$2.00,$6.00,$2.00,$6.00,$2.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,60471,"""{""""coordinates"""": [-123.12077047924254, 49.276214175530725], """"type"""": """"Point""""}""",Downtown,571053,"49.276214175530725, -123.12077047924254",-123.12077047924254,49.276214175530725
Pay Station,$4.00,$6.00,$4.00,$6.00,$4.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,66208,"""{""""coordinates"""": [-123.12167068726801, 49.27561947680073], """"type"""": """"Point""""}""",Downtown,571115,"49.27561947680073, -123.12167068726801",-123.12167068726801,49.27561947680073
Pay Station,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,60882,"""{""""coordinates"""": [-123.12339785451258, 49.27447755898794], """"type"""": """"Point""""}""",Downtown,571229,"49.27447755898794, -123.12339785451258",-123.12339785451258,49.27447755898794
Pay Station,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,64151,"""{""""coordinates"""": [-123.13017810138795, 49.27963562275271], """"type"""": """"Point""""}""",West End,161022,"49.27963562275271, -123.13017810138795",-123.13017810138795,49.27963562275271
Pay Station,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,67632,"""{""""coordinates"""": [-123.10990898872949, 49.28192302439447], """"type"""": """"Point""""}""",Downtown,560413,"49.28192302439447, -123.10990898872949",-123.10990898872949,49.28192302439447
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Yes,67248,"""{""""coordinates"""": [-123.10714089619412, 49.28109768098026], """"type"""": """"Point""""}""",Downtown,080035,"49.28109768098026, -123.10714089619412",-123.10714089619412,49.28109768098026
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52502,"""{""""coordinates"""": [-123.1512062701981, 49.26819310540343], """"type"""": """"Point""""}""",Kitsilano,B42013,"49.26819310540343, -123.1512062701981",-123.1512062701981,49.26819310540343
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50242,"""{""""coordinates"""": [-123.15168106386733, 49.26803056046908], """"type"""": """"Point""""}""",Kitsilano,B42024,"49.26803056046908, -123.15168106386733",-123.15168106386733,49.26803056046908
