METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,Geo Local Area,METERID,Geometry
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301016,POINT (49.26331277232445 -123.12780842743747)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301028,POINT (49.26333284065728 -123.12834398057194)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301109,POINT (49.26354638476093 -123.12975525332912)
Twin / Disability,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,$2.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,Fairview,D00711,POINT (49.26239524175283 -123.12076024176856)
Pay Station,$6.00,$3.00,$6.00,$3.00,$6.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,620826,POINT (49.28131657301566 -123.12173352717112)
Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,170808,POINT (49.276952139939944 -123.1292356436486)
Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,170818,POINT (49.27709605841853 -123.12945662603879)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901919,POINT (49.26819964745884 -123.1433136139106)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61506,POINT (49.266139797830185 -123.13900082437144)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901912,POINT (49.2683006277917 -123.143124762421)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,792619,POINT (49.26145130357825 -123.11308823716332)
Pay Station,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,651027,POINT (49.28169873923392 -123.12934514694749)
Twin,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,812602,POINT (49.26213896102615 -123.11984279480276)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,792703,POINT (49.26117316117194 -123.113098981591)
Twin,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,812606,POINT (49.262025886400934 -123.11984746889114)
Twin,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,812616,POINT (49.26174639454455 -123.11985778734727)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B80612,POINT (49.264127941538234 -123.11813446372574)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61519,POINT (49.266259847275464 -123.13976929362084)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61535,POINT (49.266278634233636 -123.14065469948704)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301115,POINT (49.26354900612918 -123.12993600178994)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301117,POINT (49.263551904532875 -123.13011811171475)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301127,POINT (49.26355847361447 -123.13048273225887)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Mount Pleasant,300119,POINT (49.26316605463207 -123.10780555374426)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Mount Pleasant,300135,POINT (49.2631820890437 -123.10848260170393)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81507,POINT (49.264573946289055 -123.13904755695339)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81717,POINT (49.264664614283575 -123.14469147516975)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,321117,POINT (49.274444293219055 -123.12031162021103)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,321235,POINT (49.27366529190603 -123.1232727477311)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81510,POINT (49.26447059248266 -123.13949438697459)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,170417,POINT (49.27471205748853 -123.12553293617553)
Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71620,POINT (49.265357141163136 -123.14194708952904)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71624,POINT (49.26535946246814 -123.1421076390879)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Mount Pleasant,300141,POINT (49.263189658716634 -123.10882195640765)
Single Motorbike,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Fairview,B70597,POINT (49.26503206570719 -123.115079152756)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Downtown,611433,POINT (49.27471992625317 -123.13011271731422)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Downtown,611432,POINT (49.27456900398138 -123.12986571466251)
Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,631324,POINT (49.276803772276935 -123.13047722154614)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Downtown,CN1407,POINT (49.27509464626934 -123.13045716460375)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,160113,POINT (49.27364438117431 -123.12061911526565)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,321325,POINT (49.2732216024098 -123.1250822294965)
Pay Station,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,$1.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,10 Hrs,10 Hrs,10 Hrs,10 Hrs,10 Hrs,10 Hrs,No Time Limit,Strathcona,CA1503,POINT (49.270683725781005 -123.08974442931189)
Pay Station,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,$1.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,Mount Pleasant,NA1608,POINT (49.27116811437283 -123.10596626096681)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70528,POINT (49.26493942134457 -123.11676742717293)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70522,POINT (49.264933434061255 -123.11641628350625)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,D00504,POINT (49.26219588573619 -123.11562015521118)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81529,POINT (49.26459020619656 -123.14010774657999)
Pay Station,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,651112,POINT (49.28112620779477 -123.12994402113253)
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,9B2420,POINT (49.2630032691093 -123.09693124694552)
Single,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,9B2416,POINT (49.26310996466381 -123.09692718139394)
Single Motorbike,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Mount Pleasant,782398,POINT (49.264006681184505 -123.11084080637451)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,13 Hrs,Mount Pleasant,762309,POINT (49.2642925505692 -123.1068670517033)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,,Mount Pleasant,782314,POINT (49.26421174614225 -123.1108394926089)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,Mount Pleasant,A50014,POINT (49.26641413307393 -123.10412735047863)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,C00103,POINT (49.262082074524656 -123.10261347940356)
Pay Station,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,$3.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Downtown,650517,POINT (49.28702033683289 -123.12129288781544)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,B10148,POINT (49.270191951036345 -123.10876900985068)
Pay Station,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,$2.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Downtown,650606,POINT (49.286196571367654 -123.12227983193067)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81535,POINT (49.26459717951165 -123.14045428898285)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81533,POINT (49.2645934244047 -123.14027255702317)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Mount Pleasant,792623,POINT (49.26131666553904 -123.11309511761678)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Mount Pleasant,792625,POINT (49.26131666553904 -123.11309511761678)
Single Motorbike,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Mount Pleasant,B50398,POINT (49.26656680429191 -123.11256396555105)
Single Motorbike,$2.50,$3.00,$2.50,$3.00,$2.50,$3.00,$2.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Kitsilano,921998,POINT (49.268212264265834 -123.15028308506594)
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B80720,POINT (49.264164652596556 -123.12082083070156)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70508,POINT (49.26492549862552 -123.11592588487534)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70533,POINT (49.26505702115062 -123.1166194783175)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B21529,POINT (49.26970865766531 -123.13951918948676)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B21527,POINT (49.26970184092082 -123.1393464065469)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B21525,POINT (49.26970184092082 -123.1393464065469)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,522502,POINT (49.26287850215877 -123.10938752853717)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,522501,POINT (49.26287350020035 -123.10953061062001)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,922415,POINT (49.264095643508426 -123.15060202419406)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B80637,POINT (49.26425640466257 -123.11934857395444)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,792617,POINT (49.26157025108465 -123.11308430328198)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Fairview,892208,POINT (49.265844589354785 -123.14084611908659)
Twin,$5.00,$6.00,$5.00,$6.00,$5.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,921920,POINT (49.26831540808905 -123.15027935704269)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70505,POINT (49.26503647271914 -123.1153594239517)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Fairview,902009,POINT (49.267336698607885 -123.14334520371656)
Twin,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,842312,POINT (49.26490784727558 -123.12644310681232)
Single,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B80940,POINT (49.26424935867055 -123.12582015924319)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,302016,POINT (49.263699463693136 -123.15148574037498)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,302006,POINT (49.26370219442494 -123.15095945227128)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301717,POINT (49.26378267568465 -123.1443707073076)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Riley Park,513221,POINT (49.25594488505618 -123.10138912208691)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301321,POINT (49.263632812003664 -123.13492168810333)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301308,POINT (49.263439806662745 -123.13420697990463)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Riley Park,513315,POINT (49.2551673430173 -123.10134282589487)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West Point Grey,D04549,POINT (49.26394428647679 -123.21161701071648)
Pay Station,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,580518,POINT (49.28210119628322 -123.11279805832872)
Single / Disability,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Grandview-Woodland,5C1639,POINT (49.272189848200185 -123.06986545968165)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,513119,POINT (49.25688478851832 -123.10135582460863)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Riley Park,514207,POINT (49.247712561103576 -123.10126913012682)
Single / Disability,$3.00,$7.00,$3.00,$7.00,$3.00,$7.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,581103,POINT (49.27620918151045 -123.12195396057847)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Riley Park,514210,POINT (49.24705878183687 -123.10104982123032)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,581422,POINT (49.27232892917603 -123.1258850407535)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,302501,POINT (49.26407581811305 -123.16270334195072)
Single / Disability,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Mount Pleasant,742306,POINT (49.26428208499158 -123.10281714855317)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301636,POINT (49.26357646765526 -123.14273600830685)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301642,POINT (49.263581704165816 -123.14308403712822)
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,812710,POINT (49.261053738018454 -123.11988222330987)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,300921,POINT (49.26350487224709 -123.1254462002102)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,300929,POINT (49.263509796393265 -123.12579848669313)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,300935,POINT (49.26351267026449 -123.12596782743393)
